Depthm,T_degC,Salnty,O2ml_L,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM
75,14.555,33.4197,5.888,0.252,0.095,0.29,2.66,0.011,0.0,0.24
87,13.616,33.2859,5.884,0.249,0.187,0.34,2.91,0.013,0.0,0.19
100,13.253,33.3737,5.641,0.2,0.175,0.41,3.62,0.13,1.0,0.17
112,12.19,33.3222,5.439,0.094,0.088,0.6,5.09,0.086,4.3,0.06
125,11.393,33.3346,5.172,0.157,0.151,0.82,7.38,0.03,7.9,0.48
126,11.315,33.3383,5.143,0.162,0.156,0.84,7.56,0.029,8.2,0.51
140,10.728,33.4491,4.523,0.077,0.082,1.16,12.2,0.028,13.6,0.68
150,10.104,33.542,4.265,0.055,0.064,1.29,14.74,0.02,15.6,0.51
171,9.538,33.6585,3.813,0.01,0.027,1.56,20.06,0.018,19.9,0.15
200,8.872,33.9049,2.807,0.002,0.015,1.98,29.97,0.0,26.0,0.13
0,18.729,33.422,5.424,0.079,0.014,0.29,2.61,0.013,0.1,0.2
2,18.729,33.422,5.424,0.079,0.014,0.29,2.61,0.013,0.1,0.2
10,18.671,33.423,5.452,0.087,0.014,0.3,2.59,0.01,0.0,0.14
16,18.628,33.4205,5.425,0.093,0.014,0.3,2.58,0.012,0.0,0.1
20,18.606,33.4171,5.454,0.087,0.015,0.28,2.58,0.01,0.0,0.11
21,18.622,33.4215,5.474,0.086,0.015,0.28,2.58,0.013,0.0,0.11
30,17.229,33.3501,5.717,0.08,0.015,0.29,2.61,0.01,0.0,0.13
32,17.16,33.3471,5.666,0.079,0.015,0.29,2.62,0.011,0.0,0.14
42,16.99,33.3542,5.672,0.087,0.017,0.29,2.59,0.01,0.0,0.11
50,16.663,33.3927,5.759,0.102,0.021,0.28,2.57,0.01,0.0,0.16
51,16.632,33.391,5.725,0.104,0.022,0.28,2.57,0.011,0.0,0.17
60,16.341,33.4232,5.751,0.133,0.035,0.28,2.6,0.017,0.0,0.18
72,15.371,33.5159,5.85,0.157,0.048,0.27,2.55,0.015,0.0,0.18
75,14.837,33.3504,5.959,0.177,0.061,0.28,2.59,0.01,0.0,0.16
82,14.362,33.299,5.946,0.224,0.092,0.3,2.69,0.013,0.0,0.1
92,14.354,33.4372,5.858,0.241,0.13,0.29,2.67,0.011,0.0,0.1
99,13.702,33.3304,5.855,0.284,0.171,0.32,2.92,0.018,0.0,0.05
100,13.727,33.3319,5.834,0.282,0.172,0.33,2.97,0.03,0.1,0.05
112,12.997,33.3115,5.688,0.259,0.18,0.42,3.62,0.143,1.1,0.05
125,12.186,33.3574,5.36,0.201,0.15,0.54,4.73,0.11,3.4,0.05
126,12.464,33.3612,5.441,0.197,0.148,0.55,4.82,0.107,3.6,0.05
141,11.417,33.3789,5.101,0.122,0.115,0.8,7.63,0.041,7.9,0.09
150,10.848,33.4177,4.975,0.097,0.097,0.94,9.78,0.04,10.2,0.11
171,10.083,33.5073,4.358,0.037,0.056,1.28,14.81,0.027,15.7,0.14
200,9.224,33.7596,3.603,0.002,0.022,1.65,23.04,0.0,21.7,0.05
0,21.292,33.6906,5.715,1.681,0.399,0.29,2.06,0.025,0.0,0.17
2,21.292,33.6906,5.715,1.681,0.399,0.29,2.06,0.025,0.0,0.17
6,20.842,33.6886,5.669,1.289,0.332,0.27,2.06,0.023,0.0,0.15
10,19.44,33.6575,5.832,2.974,1.016,0.38,2.69,0.043,0.1,0.11
15,15.511,33.6164,5.75,2.463,1.023,0.51,3.53,0.079,0.9,0.51
0,13.446,33.5481,6.829,14.9,2.618,0.37,0.99,0.03,0.0,0.0
2,13.446,33.5481,6.829,14.9,2.618,0.37,0.99,0.03,0.0,0.0
5,13.349,33.5483,6.625,15.974,3.092,0.38,1.07,0.04,0.1,0.0
10,13.281,33.5499,6.146,14.855,2.429,0.48,1.9,0.09,0.8,0.08
20,12.619,33.5491,4.711,8.115,1.616,1.04,10.83,0.33,8.1,0.82
30,12.367,33.5514,4.154,3.589,1.311,1.26,16.12,0.38,10.9,0.95
40,12.358,33.553,4.326,5.985,1.784,1.21,13.82,0.36,10.1,0.88
50,12.339,33.5518,4.167,5.012,1.255,1.27,16.51,0.39,11.1,0.96
61,12.334,33.5526,4.086,3.877,1.228,1.31,17.03,0.4,11.5,0.84
0,14.64,33.5864,5.956,1.92,0.894,0.39,0.39,0.04,0.1,0.11
2,14.64,33.5864,5.956,1.92,0.894,0.39,0.39,0.04,0.1,0.11
10,14.577,33.5801,5.921,1.75,1.137,0.39,0.43,0.05,0.1,0.19
20,14.573,33.5832,5.897,2.093,1.087,0.38,0.41,0.04,0.1,0.17
30,14.358,33.5708,5.742,3.226,1.65,0.48,1.41,0.1,1.2,0.38
40,13.282,33.537,5.013,2.516,1.532,0.84,5.99,0.26,6.3,0.59
50,12.427,33.5258,4.538,1.988,1.061,1.1,9.64,0.27,10.7,0.25
60,11.772,33.5338,4.173,1.826,1.056,1.29,12.44,0.23,13.8,0.0
70,11.386,33.5455,4.044,0.866,0.742,1.38,13.91,0.17,15.2,0.0
75,11.121,33.5812,3.748,0.698,0.68,1.48,15.48,0.14,16.7,0.0
85,10.719,33.6285,3.292,0.362,0.557,1.68,18.63,0.07,19.6,0.0
100,10.522,33.6772,3.054,0.151,0.345,1.76,21.09,0.05,20.8,0.0
121,10.341,33.7284,2.865,0.128,0.353,1.86,23.35,0.04,22.0,0.0
125,10.234,33.7525,2.837,0.113,0.319,1.88,24.05,0.04,22.4,0.0
140,9.977,33.8227,2.546,0.055,0.191,1.95,26.69,0.04,24.0,0.0
150,9.84,33.884,2.456,0.062,0.209,2.03,28.19,0.05,24.5,0.0
169,9.738,33.9257,2.138,0.075,0.244,2.17,31.03,0.06,25.5,0.0
200,9.355,34.0155,1.834,0.032,0.239,2.32,35.69,0.14,27.5,0.0
0,14.279,33.555,6.01,1.924,0.777,0.4,0.7,0.05,0.5,0.07
2,14.279,33.555,6.01,1.924,0.777,0.4,0.7,0.05,0.5,0.07
7,14.279,33.5553,6.006,1.866,0.812,0.4,0.73,0.05,0.4,0.07
10,14.219,33.5561,5.975,2.072,0.859,0.39,0.76,0.06,0.6,0.11
19,13.975,33.5548,5.832,2.714,1.291,0.49,1.51,0.13,1.7,0.37
20,13.97,33.5549,5.813,2.726,1.331,0.49,1.53,0.13,1.7,0.37
26,13.941,33.5545,5.8,2.798,1.574,0.51,1.63,0.13,1.9,0.35
30,13.925,33.555,5.798,2.762,1.499,0.52,1.78,0.14,2.1,0.38
34,13.891,33.5545,5.751,2.726,1.424,0.53,1.93,0.14,2.2,0.41
40,13.831,33.5547,5.685,2.684,1.552,0.55,2.28,0.15,2.6,0.45
50,13.741,33.5548,5.59,2.548,1.432,0.55,2.87,0.17,3.2,0.5
61,12.197,33.546,4.896,1.673,1.554,0.93,7.46,0.23,8.2,0.46
69,10.972,33.5758,3.867,0.426,0.596,1.47,15.77,0.08,17.3,0.0
75,10.553,33.6251,3.822,0.318,0.512,1.56,17.83,0.06,18.7,0.0
86,10.242,33.693,3.195,0.121,0.359,1.73,21.61,0.03,21.2,0.0
100,10.059,33.7985,2.675,0.062,0.225,1.9,25.53,0.03,23.3,0.0
119,9.874,33.8746,2.361,0.044,0.165,2.02,28.14,0.02,24.8,0.0
125,9.844,33.8943,2.315,0.039,0.159,2.07,29.11,0.02,25.3,0.0
140,9.66,33.9834,1.948,0.026,0.143,2.18,31.54,0.02,26.7,0.0
150,9.591,34.0271,1.808,0.022,0.134,2.17,32.8,0.02,27.2,0.0
170,9.383,34.0847,1.638,0.015,0.117,2.16,35.31,0.02,28.2,0.0
200,9.162,34.1402,1.464,0.024,0.11,2.37,37.87,0.02,29.4,0.0
0,14.196,33.5411,6.406,5.532,1.781,0.31,0.38,0.02,0.1,0.0
2,14.196,33.5411,6.406,5.532,1.781,0.31,0.38,0.02,0.1,0.0
10,14.198,33.5417,6.405,5.383,1.75,0.31,0.42,0.02,0.0,0.0
20,13.493,33.5425,5.635,7.823,2.271,0.59,2.88,0.1,3.2,0.12
30,11.754,33.5684,4.018,4.316,1.422,1.32,12.8,0.17,14.0,0.07
40,10.817,33.6241,3.397,1.324,0.766,1.6,18.33,0.08,18.6,0.01
50,10.385,33.7144,2.912,0.585,0.601,1.81,22.76,0.04,21.5,0.0
60,10.294,33.758,2.783,0.637,0.623,1.88,24.35,0.03,22.4,0.0
70,10.097,33.7778,2.65,0.363,0.502,1.94,25.17,0.03,22.9,0.0
75,9.973,33.797,2.703,0.296,0.433,1.95,25.66,0.03,23.3,0.0
85,9.915,33.8295,2.564,0.161,0.294,1.98,26.64,0.03,24.0,0.0
100,9.787,33.9471,2.031,0.116,0.173,2.1,30.76,0.03,26.1,0.0
119,9.703,33.9904,1.841,0.075,0.128,2.24,32.47,0.03,26.7,0.0
125,9.705,33.9994,1.85,0.065,0.118,2.25,33.03,0.03,27.0,0.0
140,9.479,34.0418,1.726,0.039,0.094,2.29,34.44,0.03,27.8,0.0
150,9.441,34.0472,1.79,0.034,0.094,2.29,34.71,0.03,27.9,0.0
170,8.902,34.0491,1.982,0.025,0.094,2.29,35.25,0.02,28.2,0.0
0,15.065,33.6179,6.078,3.854,1.094,0.35,0.42,0.03,0.3,0.0
2,15.065,33.6179,6.078,3.854,1.094,0.35,0.42,0.03,0.3,0.0
10,15.066,33.6215,6.028,3.784,1.063,0.35,0.42,0.03,0.1,0.0
20,15.031,33.6183,5.934,4.553,1.349,0.36,0.46,0.03,0.1,0.03
30,15.016,33.617,5.887,4.888,1.502,0.38,0.52,0.03,0.1,0.12
31,15.017,33.6165,5.861,4.922,1.517,0.38,0.53,0.03,0.1,0.13
41,14.802,33.6152,5.75,4.286,1.72,0.42,1.05,0.06,0.6,0.36
50,11.832,33.4819,4.536,0.429,0.62,1.19,9.15,0.12,13.3,0.0
61,10.386,33.4983,3.986,0.097,0.249,1.56,15.68,0.04,18.8,0.0
71,9.975,33.5495,3.653,0.072,0.302,1.71,18.54,0.04,20.8,0.0
75,9.89,33.6358,3.481,0.06,0.256,1.76,20.03,0.04,21.7,0.0
85,9.639,33.6747,3.198,0.03,0.142,1.87,23.74,0.03,23.8,0.0
100,9.414,33.8054,2.609,0.029,0.217,1.99,27.9,0.03,26.3,0.0
120,9.077,33.8698,2.479,0.01,0.147,2.08,30.54,0.02,27.1,0.0
125,9.04,33.8818,2.497,0.012,0.146,2.09,31.07,0.02,27.3,0.0
140,8.669,33.898,2.559,0.016,0.144,2.1,32.67,0.03,27.9,0.0
150,8.685,33.9506,2.424,0.016,0.129,2.1,33.85,0.03,28.1,0.0
169,8.28,33.972,2.52,0.017,0.1,2.11,36.09,0.02,28.6,0.0
200,8.331,34.0874,1.589,0.008,0.094,2.4,41.44,0.02,30.9,0.0
0,14.82,33.5709,5.777,0.836,0.142,0.43,1.86,0.13,1.4,0.16
2,14.82,33.5709,5.777,0.836,0.142,0.43,1.86,0.13,1.4,0.16
10,14.688,33.5649,5.785,0.795,0.235,0.43,1.78,0.13,1.3,0.18
20,14.618,33.558,5.76,1.035,0.298,0.45,1.73,0.13,1.3,0.16
30,14.555,33.5471,5.709,0.786,0.362,0.48,1.74,0.14,1.4,0.36
40,13.535,33.4224,5.581,0.383,0.156,0.63,3.05,0.2,3.3,0.59
50,10.015,33.0813,5.243,0.101,0.112,1.1,9.87,0.04,11.6,0.0
60,9.547,33.2086,4.842,0.059,0.074,1.33,14.39,0.03,15.5,0.0
71,9.092,33.3523,4.456,0.03,0.049,1.49,18.87,0.03,18.5,0.0
75,9.394,33.5231,4.44,0.029,0.047,1.56,20.11,0.03,19.6,0.0
85,9.096,33.576,3.702,0.027,0.041,1.74,23.2,0.02,22.4,0.0
100,9.173,33.7881,2.9,0.009,0.052,1.98,27.84,0.02,25.6,0.0
120,8.953,33.9093,2.383,0.005,0.059,2.06,31.67,0.02,27.6,0.0
125,8.903,33.9381,2.326,0.005,0.058,2.09,32.2,0.02,27.8,0.0
141,8.691,33.967,2.241,0.005,0.056,2.19,33.88,0.02,28.5,0.0
150,8.68,33.9806,2.38,0.005,0.054,2.19,34.41,0.02,28.7,0.0
170,8.459,34.0035,2.214,0.005,0.05,2.19,35.59,0.02,29.2,0.0
200,8.213,34.0076,2.231,0.003,0.052,2.18,36.32,0.02,29.0,0.0
0,14.818,33.1167,5.837,0.583,0.2,0.38,2.41,0.06,0.8,0.0
2,14.818,33.1167,5.837,0.583,0.2,0.38,2.41,0.06,0.8,0.0
9,14.811,33.1172,5.856,0.586,0.187,0.39,2.4,0.06,0.7,0.0
10,14.808,33.1144,5.876,0.6,0.202,0.38,2.4,0.06,0.6,0.0
20,14.799,33.1143,5.871,0.582,0.197,0.38,2.43,0.06,0.6,0.0
21,14.799,33.1133,5.848,0.58,0.196,0.38,2.43,0.06,0.6,0.0
29,14.76,33.1331,5.852,0.546,0.214,0.38,2.41,0.06,0.7,0.0
30,14.793,33.1948,5.744,0.513,0.212,0.42,2.59,0.12,1.2,0.0
38,12.808,33.1099,5.594,0.246,0.195,0.72,3.99,0.59,5.3,0.0
48,11.471,33.0702,5.482,0.154,0.134,0.89,5.6,0.05,8.3,0.0
50,11.548,33.1682,5.36,0.145,0.131,0.91,5.9,0.04,8.6,0.0
54,10.996,33.0654,5.417,0.128,0.126,0.95,6.49,0.03,9.3,0.0
60,10.608,33.1405,5.153,0.087,0.103,1.13,8.84,0.03,12.1,0.0
70,10.345,33.243,4.813,0.054,0.088,1.31,11.74,0.02,14.8,0.0
75,10.063,33.3344,4.544,0.049,0.085,1.38,13.3,0.02,15.9,0.0
86,10.011,33.3775,4.333,0.037,0.077,1.53,16.73,0.02,18.4,0.0
100,9.737,33.5403,3.814,0.022,0.074,1.73,20.37,0.02,21.5,0.0
120,8.902,33.6826,3.476,0.006,0.048,1.88,25.75,0.02,24.5,0.0
125,8.837,33.7063,3.602,0.005,0.043,1.84,25.82,0.02,24.1,0.0
141,8.599,33.7226,3.885,0.003,0.027,1.71,26.04,0.02,23.0,0.0
150,8.518,33.8224,3.809,0.003,0.031,1.81,28.21,0.02,24.3,0.0
170,8.367,33.9198,2.87,0.003,0.041,2.02,33.02,0.02,27.3,0.0
200,8.108,33.9769,2.692,0.001,0.019,2.09,36.83,0.02,28.4,0.0
0,15.879,32.9001,5.716,0.333,0.081,0.34,2.26,0.01,0.7,0.0
2,15.879,32.9001,5.716,0.333,0.081,0.34,2.26,0.01,0.7,0.0
10,15.886,32.9148,5.738,0.309,0.102,0.32,2.27,0.01,0.0,0.0
20,15.865,32.9,5.705,0.324,0.09,0.33,2.26,0.01,0.0,0.0
21,15.86,32.8989,5.703,0.326,0.089,0.33,2.26,0.01,0.0,0.0
30,15.771,32.8992,5.723,0.334,0.108,0.32,2.27,0.01,0.0,0.0
41,15.294,32.8965,5.805,0.514,0.18,0.34,2.35,0.01,0.3,0.0
50,15.231,32.9088,5.8,0.549,0.184,0.34,2.36,0.01,0.1,0.0
52,15.217,32.9044,5.848,0.557,0.185,0.34,2.36,0.01,0.0,0.0
60,15.07,32.9856,5.854,0.415,0.143,0.37,2.39,0.03,0.2,0.08
70,13.305,32.9779,6.024,0.358,0.239,0.46,3.03,0.15,1.1,0.23
75,12.946,32.9661,6.081,0.327,0.242,0.47,3.13,0.19,1.3,0.15
84,12.44,33.0105,5.954,0.272,0.247,0.48,3.3,0.27,1.6,0.0
100,11.581,33.0251,5.767,0.15,0.155,0.58,3.76,0.08,3.3,0.0
120,10.259,32.985,5.514,0.076,0.087,0.9,7.79,0.02,8.7,0.0
125,9.932,33.1256,5.312,0.06,0.073,1.02,9.98,0.02,10.7,0.0
140,9.52,33.3224,4.793,0.011,0.029,1.36,16.56,0.02,16.8,0.0
150,9.481,33.4815,4.569,0.011,0.025,1.44,18.24,0.02,18.2,0.0
170,9.186,33.6947,3.877,0.01,0.018,1.59,21.6,0.01,20.9,0.0
200,8.62,33.8829,3.542,0.003,0.02,1.74,27.49,0.01,23.7,0.0
0,14.937,33.5874,6.601,6.086,1.294,0.28,0.62,0.02,0.0,0.0
2,14.937,33.5874,6.601,6.086,1.294,0.28,0.62,0.02,0.0,0.0
10,14.654,33.5457,6.675,5.594,1.379,0.27,0.42,0.02,0.0,0.0
16,14.637,33.553,6.406,7.376,1.663,0.28,0.61,0.03,0.0,0.14
20,14.656,33.5672,6.199,7.956,1.855,0.34,1.08,0.05,0.5,0.21
30,14.332,33.5559,5.739,9.406,2.335,0.49,2.25,0.1,1.7,0.37
31,14.319,33.5543,5.768,9.551,2.383,0.5,2.37,0.11,1.8,0.39
41,13.559,33.55,5.209,8.173,2.529,0.75,5.38,0.23,5.5,0.48
50,12.621,33.5367,4.591,3.558,1.047,1.03,9.25,0.26,10.5,0.1
51,12.604,33.5428,4.612,3.045,0.882,1.06,9.68,0.26,11.0,0.06
75,10.501,33.6542,3.47,0.209,0.242,1.56,18.28,0.07,18.2,0.0
76,10.328,33.6448,3.523,0.091,0.215,1.58,18.64,0.06,18.5,0.0
100,10.174,33.7542,2.854,0.028,0.084,1.82,22.71,0.07,22.5,0.0
101,10.173,33.7499,2.85,0.025,0.079,1.83,22.88,0.07,22.7,0.0
125,9.947,33.8173,2.562,0.021,0.073,1.94,25.86,0.05,24.0,0.0
150,9.605,33.9782,2.057,0.016,0.067,2.05,28.96,0.03,25.3,0.0
170,9.564,33.9905,2.022,0.013,0.062,2.14,31.44,0.02,26.4,0.0
200,9.446,34.057,1.769,0.008,0.038,2.23,33.75,0.02,27.5,0.0
0,14.248,33.5506,6.561,12.926,1.216,0.33,0.69,0.04,0.2,0.0
2,14.248,33.5506,6.561,12.926,1.216,0.33,0.69,0.04,0.2,0.0
10,14.163,33.5599,6.115,5.623,1.118,0.43,1.33,0.06,2.0,0.09
15,13.968,33.5457,5.471,9.408,1.025,0.56,3.25,0.13,2.7,0.49
20,13.841,33.545,5.394,9.131,1.255,0.6,3.63,0.14,3.2,0.52
30,13.559,33.5382,5.239,8.578,1.715,0.68,4.39,0.16,4.3,0.58
31,13.505,33.5576,5.223,8.523,1.761,0.69,4.47,0.16,4.4,0.59
40,13.328,33.538,5.201,7.046,1.046,0.81,5.95,0.21,6.4,0.49
50,13.036,33.5369,4.995,6.041,0.894,0.91,7.39,0.24,8.0,0.4
51,12.804,33.5368,5.024,5.94,0.879,0.92,7.53,0.24,8.2,0.39
74,10.923,33.6014,3.783,0.162,0.227,1.47,16.5,0.07,18.0,0.0
75,10.835,33.6566,3.618,0.157,0.222,1.49,16.84,0.07,18.2,0.0
100,10.102,33.8319,2.615,0.038,0.095,1.88,25.24,0.03,22.8,0.0
101,10.069,33.7972,2.57,0.033,0.09,1.9,25.58,0.03,23.0,0.0
125,9.781,33.9732,2.231,0.025,0.084,2.05,29.37,0.03,24.9,0.0
150,9.553,34.0491,1.877,0.017,0.078,2.21,33.32,0.04,26.8,0.0
170,9.296,34.08,1.594,0.01,0.073,2.33,36.48,0.04,28.4,0.0
200,9.047,34.1437,1.518,0.006,0.046,2.4,38.73,0.03,29.3,0.0
0,15.885,33.5649,5.789,2.242,0.433,0.4,2.85,0.1,0.3,0.08
2,15.885,33.5649,5.789,2.242,0.433,0.4,2.85,0.1,0.3,0.08
5,15.847,33.568,5.751,2.352,0.356,0.4,2.93,0.11,0.3,0.11
10,14.617,33.5055,5.177,1.431,0.568,0.68,5.94,0.42,3.7,0.39
16,14.432,33.4971,5.109,1.499,0.47,0.74,6.35,0.45,4.2,0.38
0,15.707,33.5508,5.675,2.377,0.067,0.46,3.55,0.18,0.9,0.09
2,15.707,33.5508,5.675,2.377,0.067,0.46,3.55,0.18,0.9,0.09
10,15.679,33.5514,5.651,1.927,0.517,0.46,3.55,0.21,0.9,0.09
20,15.363,33.534,5.377,1.866,0.57,0.54,4.37,0.36,1.6,0.32
30,15.082,33.5303,5.396,2.52,0.011,0.56,4.19,0.34,2.0,0.3
40,14.462,33.5015,5.154,1.44,0.44,0.68,5.76,0.55,3.2,0.4
50,13.191,33.4374,4.976,0.911,0.46,0.85,6.94,0.74,6.6,0.06
60,12.665,33.4279,4.749,0.662,0.322,0.98,8.26,0.43,9.2,0.0
0,15.469,33.5898,6.055,4.902,1.146,0.27,0.33,0.02,0.0,0.0
2,15.469,33.5898,6.055,4.902,1.146,0.27,0.33,0.02,0.0,0.0
10,15.159,33.5767,6.104,6.05,1.355,0.28,0.43,0.02,0.0,0.0
15,14.902,33.5641,6.053,8.802,1.552,0.3,0.64,0.02,0.1,0.0
20,14.786,33.5704,5.959,7.875,1.505,0.45,2.35,0.09,2.0,0.17
30,13.613,33.5267,5.231,6.02,1.411,0.76,5.78,0.23,5.7,0.51
40,12.27,33.5288,4.444,2.695,0.816,1.15,10.94,0.22,11.8,0.02
50,11.682,33.5419,4.137,1.376,0.601,1.29,13.01,0.18,14.2,0.0
75,10.794,33.6416,3.207,0.055,0.129,1.61,19.76,0.04,19.2,0.0
100,10.537,33.6853,2.999,0.055,0.108,1.76,21.87,0.05,21.0,0.0
125,10.164,33.751,2.821,0.04,0.09,1.85,24.68,0.05,22.5,0.0
150,9.953,33.8984,2.477,0.025,0.072,1.95,27.49,0.05,24.0,0.0
169,9.673,33.9209,2.278,0.014,0.059,2.02,29.63,0.05,25.1,0.0
200,9.461,34.0241,1.946,0.009,0.037,2.2,34.03,0.04,27.0,0.0
0,14.987,33.5804,6.097,3.347,0.555,0.35,0.83,0.04,0.3,0.0
2,14.987,33.5804,6.097,3.347,0.555,0.35,0.83,0.04,0.3,0.0
6,14.804,33.5825,6.098,3.636,0.601,0.35,0.86,0.03,0.2,0.0
7,14.741,33.5787,6.186,6.198,1.1,0.3,0.61,0.03,0.2,0.0
10,14.71,33.5831,6.016,7.304,1.334,0.36,1.06,0.05,0.5,0.04
15,14.586,33.5933,5.91,9.146,1.723,0.47,1.8,0.08,1.1,0.1
20,14.428,33.579,5.875,10.16,1.756,0.47,1.92,0.08,1.3,0.19
26,14.096,33.5614,5.904,11.377,1.795,0.48,2.07,0.09,1.5,0.29
30,13.576,33.5506,5.486,10.156,1.615,0.67,4.4,0.17,4.5,0.36
40,11.813,33.5241,4.452,0.955,0.609,1.19,10.74,0.21,13.2,0.0
50,11.335,33.5642,4.157,0.25,0.274,1.31,13.54,0.11,15.4,0.0
61,11.063,33.5901,3.883,0.193,0.208,1.44,15.84,0.08,16.9,0.0
70,10.662,33.6114,3.679,0.116,0.164,1.53,17.61,0.07,18.6,0.0
75,10.441,33.6558,3.617,0.106,0.15,1.57,18.65,0.06,19.4,0.0
86,10.114,33.6718,3.399,0.083,0.118,1.67,20.93,0.04,21.0,0.0
100,9.784,33.7137,3.206,0.069,0.095,1.74,22.11,0.03,22.6,0.0
101,9.779,33.7144,3.209,0.068,0.093,1.75,22.19,0.03,22.7,0.0
119,9.525,33.8106,2.838,0.034,0.09,1.9,27.15,0.03,24.4,0.0
125,9.41,33.798,2.883,0.029,0.079,1.92,27.61,0.03,24.8,0.0
140,9.228,33.8765,2.624,0.016,0.051,1.98,28.75,0.02,25.9,0.0
150,9.196,33.9145,2.493,0.015,0.05,2.01,30.32,0.02,26.3,0.0
169,9.187,33.9828,2.214,0.012,0.048,2.07,33.3,0.02,27.2,0.0
200,8.982,34.1323,1.577,0.006,0.05,2.35,38.88,0.02,29.1,0.0
0,15.36,33.617,6.118,3.211,0.949,0.39,1.91,0.06,1.1,0.0
2,15.36,33.617,6.118,3.211,0.949,0.39,1.91,0.06,1.1,0.0
10,14.765,33.5769,6.272,7.931,1.525,0.33,1.09,0.04,2.0,0.0
15,14.01,33.5536,6.053,11.388,2.125,0.41,1.68,0.07,3.0,0.13
20,13.965,33.5595,5.866,11.195,2.115,0.48,2.27,0.1,3.1,0.26
30,13.735,33.5409,5.649,10.808,2.094,0.61,3.45,0.15,3.3,0.52
41,13.346,33.536,5.352,10.083,1.896,0.76,5.21,0.15,5.6,0.55
50,12.594,33.5266,4.844,5.927,1.427,0.98,8.4,0.23,9.4,0.24
75,10.767,33.599,3.75,0.163,0.247,1.48,17.26,0.05,18.5,0.0
100,9.656,33.759,3.035,0.036,0.079,1.83,25.05,0.03,23.9,0.0
125,9.18,33.8897,2.685,0.027,0.066,1.99,29.8,0.03,25.8,0.0
150,8.72,33.9881,2.333,0.019,0.053,2.15,34.56,0.02,27.7,0.0
170,8.805,34.0815,1.859,0.012,0.043,2.28,38.36,0.02,29.2,0.0
200,8.655,34.2014,1.218,0.008,0.027,2.42,41.93,0.02,30.6,0.0
0,15.117,33.6203,6.292,5.884,1.783,0.29,0.22,0.02,0.0,0.0
2,15.117,33.6203,6.292,5.884,1.783,0.29,0.22,0.02,0.0,0.0
10,15.054,33.6154,6.247,6.726,1.86,0.33,0.37,0.02,0.0,0.0
20,14.499,33.5847,6.117,9.557,1.887,0.36,0.74,0.03,0.2,0.1
30,14.208,33.561,5.913,12.285,2.343,0.5,2.14,0.1,1.7,0.35
40,13.102,33.5368,5.32,6.565,1.297,0.79,5.76,0.26,6.3,0.43
50,12.513,33.5238,4.779,3.388,0.943,1.05,9.37,0.27,10.7,0.09
60,11.654,33.4388,4.627,1.668,0.543,1.21,10.6,0.13,13.7,0.0
70,10.809,33.4924,4.26,0.162,0.166,1.41,13.64,0.04,17.2,0.0
75,10.507,33.55,4.076,0.119,0.136,1.51,15.79,0.04,18.7,0.0
84,10.054,33.6226,3.651,0.042,0.082,1.68,19.65,0.03,21.3,0.0
100,9.469,33.7286,3.191,0.022,0.056,1.83,24.43,0.03,24.0,0.0
120,9.032,33.827,2.848,0.011,0.044,1.94,26.67,0.02,25.6,0.0
125,9.025,33.8842,2.704,0.01,0.043,1.99,28.29,0.02,26.2,0.0
140,8.869,33.9703,2.26,0.007,0.041,2.12,33.15,0.02,27.8,0.0
150,8.639,33.9978,2.243,0.007,0.042,2.14,34.12,0.03,28.2,0.0
170,8.451,34.0073,2.166,0.007,0.045,2.18,36.07,0.04,29.0,0.0
200,8.242,34.0452,1.928,0.015,0.045,2.28,39.89,0.02,30.4,0.0
0,15.276,33.5734,5.719,0.666,0.267,0.42,1.82,0.14,2.0,0.03
2,15.276,33.5734,5.719,0.666,0.267,0.42,1.82,0.14,2.0,0.03
10,15.278,33.573,5.71,0.659,0.249,0.41,1.83,0.14,1.7,0.01
20,15.278,33.5743,5.722,0.657,0.269,0.4,1.82,0.14,1.7,0.02
30,15.279,33.5716,5.678,0.632,0.277,0.41,1.83,0.15,1.7,0.03
40,15.242,33.5762,5.626,0.455,0.252,0.42,1.81,0.16,1.8,0.15
50,15.223,33.5751,5.628,0.292,0.179,0.44,1.82,0.17,1.9,0.25
60,14.005,33.4839,5.246,0.164,0.136,0.71,4.06,0.16,6.2,0.0
70,11.576,33.4423,4.623,0.059,0.081,1.21,10.4,0.03,14.0,0.0
75,11.201,33.5136,4.466,0.05,0.071,1.34,12.92,0.03,16.0,0.0
86,10.204,33.6078,3.687,0.031,0.049,1.63,18.45,0.03,20.5,0.0
100,9.594,33.7162,3.204,0.011,0.037,1.8,23.5,0.03,23.2,0.0
120,9.132,33.8866,2.564,0.005,0.033,2.01,29.32,0.02,26.2,0.0
125,9.058,33.9046,2.548,0.005,0.033,2.03,30.0,0.02,26.5,0.0
140,8.903,33.9556,2.328,0.005,0.034,2.09,32.05,0.03,27.4,0.0
150,8.798,34.02,2.117,0.005,0.032,2.16,33.9,0.03,28.0,0.0
171,8.552,34.0681,1.842,0.005,0.029,2.31,37.78,0.03,29.4,0.0
200,8.534,34.1683,1.305,0.001,0.028,2.46,42.11,0.02,30.6,0.0
0,14.243,33.3356,5.826,0.431,0.143,0.51,3.07,0.16,2.8,0.1
2,14.243,33.3356,5.826,0.431,0.143,0.51,3.07,0.16,2.8,0.1
9,14.243,33.336,5.839,0.456,0.138,0.49,3.02,0.16,2.5,0.08
